2024-06-14 22:28:42,158 INFO    StreamThr :16664 [internal.py:wandb_internal():85] W&B internal server running at pid: 16664, started at: 2024-06-14 22:28:42.158693
2024-06-14 22:28:42,159 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: status
2024-06-14 22:28:42,164 INFO    WriterThread:16664 [datastore.py:open_for_write():87] open: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_222842-8watf48r\run-8watf48r.wandb
2024-06-14 22:28:42,164 DEBUG   SenderThread:16664 [sender.py:send():379] send: header
2024-06-14 22:28:42,339 DEBUG   SenderThread:16664 [sender.py:send():379] send: run
2024-06-14 22:28:42,842 INFO    SenderThread:16664 [dir_watcher.py:__init__():211] watching files in: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_222842-8watf48r\files
2024-06-14 22:28:42,842 INFO    SenderThread:16664 [sender.py:_start_run_threads():1188] run started: 8watf48r with start time 1718418522.159693
2024-06-14 22:28:42,851 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: check_version
2024-06-14 22:28:42,851 DEBUG   SenderThread:16664 [sender.py:send_request():406] send_request: check_version
2024-06-14 22:28:43,290 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: run_start
2024-06-14 22:28:43,316 DEBUG   HandlerThread:16664 [system_info.py:__init__():26] System info init
2024-06-14 22:28:43,316 DEBUG   HandlerThread:16664 [system_info.py:__init__():41] System info init done
2024-06-14 22:28:43,316 INFO    HandlerThread:16664 [system_monitor.py:start():194] Starting system monitor
2024-06-14 22:28:43,317 INFO    SystemMonitor:16664 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-14 22:28:43,317 INFO    HandlerThread:16664 [system_monitor.py:probe():214] Collecting system info
2024-06-14 22:28:43,321 INFO    SystemMonitor:16664 [interfaces.py:start():188] Started cpu monitoring
2024-06-14 22:28:43,322 INFO    SystemMonitor:16664 [interfaces.py:start():188] Started disk monitoring
2024-06-14 22:28:43,322 INFO    SystemMonitor:16664 [interfaces.py:start():188] Started gpu monitoring
2024-06-14 22:28:43,329 INFO    SystemMonitor:16664 [interfaces.py:start():188] Started memory monitoring
2024-06-14 22:28:43,342 INFO    SystemMonitor:16664 [interfaces.py:start():188] Started network monitoring
2024-06-14 22:28:43,346 DEBUG   HandlerThread:16664 [system_info.py:probe():152] Probing system
2024-06-14 22:28:43,348 DEBUG   HandlerThread:16664 [system_info.py:_probe_git():137] Probing git
2024-06-14 22:28:43,437 DEBUG   HandlerThread:16664 [system_info.py:_probe_git():145] Probing git done
2024-06-14 22:28:43,437 DEBUG   HandlerThread:16664 [system_info.py:probe():200] Probing system done
2024-06-14 22:28:43,437 DEBUG   HandlerThread:16664 [system_monitor.py:probe():223] {'os': 'Windows-11-10.0.22631-SP0', 'python': '3.12.2', 'heartbeatAt': '2024-06-15T02:28:43.346362', 'startedAt': '2024-06-15T02:28:42.152378', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'B:\\GitHub\\ultralytics\\ultralytics\\ultralytics\\MRE.py', 'codePathLocal': 'MRE.py', 'codePath': 'ultralytics\\MRE.py', 'git': {'remote': 'https://github.com/Logan-Cole-Luna/ultralytics.git', 'commit': '6b65e357ddc04cd00d57f90682df6d77fe13d0b3'}, 'email': 'LoganLambeth8@gmail.com', 'root': 'B:/GitHub/ultralytics/ultralytics', 'host': 'DESKTOP-JA3B0L7', 'username': 'Logan', 'executable': 'C:\\Users\\Logan\\AppData\\Local\\Programs\\Python\\Python312\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3593.0, 'min': 0.0, 'max': 3593.0}, 'cpu_freq_per_core': [{'current': 3593.0, 'min': 0.0, 'max': 3593.0}], 'disk': {'/': {'total': 476.93847274780273, 'used': 381.0191879272461}}, 'gpu': 'NVIDIA GeForce RTX 3060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060', 'memory_total': 12884901888}], 'memory': {'total': 63.94804763793945}}
2024-06-14 22:28:43,437 INFO    HandlerThread:16664 [system_monitor.py:probe():224] Finished collecting system info
2024-06-14 22:28:43,437 INFO    HandlerThread:16664 [system_monitor.py:probe():227] Publishing system info
2024-06-14 22:28:43,438 INFO    HandlerThread:16664 [system_monitor.py:probe():229] Finished publishing system info
2024-06-14 22:28:43,443 DEBUG   SenderThread:16664 [sender.py:send():379] send: files
2024-06-14 22:28:43,443 INFO    SenderThread:16664 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-06-14 22:28:43,539 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: python_packages
2024-06-14 22:28:43,540 DEBUG   SenderThread:16664 [sender.py:send_request():406] send_request: python_packages
2024-06-14 22:28:43,540 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: stop_status
2024-06-14 22:28:43,541 DEBUG   SenderThread:16664 [sender.py:send_request():406] send_request: stop_status
2024-06-14 22:28:43,541 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:43,853 INFO    Thread-16 :16664 [dir_watcher.py:_on_file_created():271] file/dir created: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_222842-8watf48r\files\wandb-metadata.json
2024-06-14 22:28:43,853 INFO    Thread-16 :16664 [dir_watcher.py:_on_file_created():271] file/dir created: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_222842-8watf48r\files\requirements.txt
2024-06-14 22:28:44,159 DEBUG   SenderThread:16664 [sender.py:send():379] send: telemetry
2024-06-14 22:28:44,172 INFO    wandb-upload_0:16664 [upload_job.py:push():130] Uploaded file C:\Users\Logan\AppData\Local\Temp\tmptp2am328wandb\cm24dong-wandb-metadata.json
2024-06-14 22:28:44,545 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:44,855 INFO    Thread-16 :16664 [dir_watcher.py:_on_file_created():271] file/dir created: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_222842-8watf48r\files\output.log
2024-06-14 22:28:45,342 DEBUG   SenderThread:16664 [sender.py:send():379] send: telemetry
2024-06-14 22:28:45,560 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:46,575 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:46,879 INFO    Thread-16 :16664 [dir_watcher.py:_on_file_modified():288] file/dir modified: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_222842-8watf48r\files\output.log
2024-06-14 22:28:47,222 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: status_report
2024-06-14 22:28:47,578 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:48,580 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:48,890 INFO    Thread-16 :16664 [dir_watcher.py:_on_file_modified():288] file/dir modified: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_222842-8watf48r\files\output.log
2024-06-14 22:28:49,587 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:50,602 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:51,603 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:52,576 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: status_report
2024-06-14 22:28:52,607 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:53,621 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:54,627 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:55,633 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:56,657 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:57,663 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
