2024-06-14 19:42:08,220 INFO    StreamThr :11412 [internal.py:wandb_internal():85] W&B internal server running at pid: 11412, started at: 2024-06-14 19:42:08.220358
2024-06-14 19:42:08,221 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: status
2024-06-14 19:42:08,225 INFO    WriterThread:11412 [datastore.py:open_for_write():87] open: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_194208-li8plgnc\run-li8plgnc.wandb
2024-06-14 19:42:08,225 DEBUG   SenderThread:11412 [sender.py:send():379] send: header
2024-06-14 19:42:08,393 DEBUG   SenderThread:11412 [sender.py:send():379] send: run
2024-06-14 19:42:09,146 INFO    SenderThread:11412 [dir_watcher.py:__init__():211] watching files in: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_194208-li8plgnc\files
2024-06-14 19:42:09,146 INFO    SenderThread:11412 [sender.py:_start_run_threads():1188] run started: li8plgnc with start time 1718408528.221358
2024-06-14 19:42:09,155 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: check_version
2024-06-14 19:42:09,155 DEBUG   SenderThread:11412 [sender.py:send_request():406] send_request: check_version
2024-06-14 19:42:10,227 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: run_start
2024-06-14 19:42:10,252 DEBUG   HandlerThread:11412 [system_info.py:__init__():26] System info init
2024-06-14 19:42:10,252 DEBUG   HandlerThread:11412 [system_info.py:__init__():41] System info init done
2024-06-14 19:42:10,252 INFO    HandlerThread:11412 [system_monitor.py:start():194] Starting system monitor
2024-06-14 19:42:10,252 INFO    SystemMonitor:11412 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-14 19:42:10,252 INFO    HandlerThread:11412 [system_monitor.py:probe():214] Collecting system info
2024-06-14 19:42:10,257 INFO    SystemMonitor:11412 [interfaces.py:start():188] Started cpu monitoring
2024-06-14 19:42:10,257 INFO    SystemMonitor:11412 [interfaces.py:start():188] Started disk monitoring
2024-06-14 19:42:10,257 INFO    SystemMonitor:11412 [interfaces.py:start():188] Started gpu monitoring
2024-06-14 19:42:10,265 INFO    SystemMonitor:11412 [interfaces.py:start():188] Started memory monitoring
2024-06-14 19:42:10,277 INFO    SystemMonitor:11412 [interfaces.py:start():188] Started network monitoring
2024-06-14 19:42:10,282 DEBUG   HandlerThread:11412 [system_info.py:probe():152] Probing system
2024-06-14 19:42:10,284 DEBUG   HandlerThread:11412 [system_info.py:_probe_git():137] Probing git
2024-06-14 19:42:10,366 DEBUG   HandlerThread:11412 [system_info.py:_probe_git():145] Probing git done
2024-06-14 19:42:10,366 DEBUG   HandlerThread:11412 [system_info.py:probe():200] Probing system done
2024-06-14 19:42:10,366 DEBUG   HandlerThread:11412 [system_monitor.py:probe():223] {'os': 'Windows-11-10.0.22631-SP0', 'python': '3.12.2', 'heartbeatAt': '2024-06-14T23:42:10.282141', 'startedAt': '2024-06-14T23:42:08.213311', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'B:\\GitHub\\ultralytics\\ultralytics\\ultralytics\\TestYolo.py', 'codePathLocal': 'TestYolo.py', 'codePath': 'ultralytics\\TestYolo.py', 'git': {'remote': 'https://github.com/Logan-Cole-Luna/ultralytics.git', 'commit': '6b65e357ddc04cd00d57f90682df6d77fe13d0b3'}, 'email': 'LoganLambeth8@gmail.com', 'root': 'B:/GitHub/ultralytics/ultralytics', 'host': 'DESKTOP-JA3B0L7', 'username': 'Logan', 'executable': 'C:\\Users\\Logan\\AppData\\Local\\Programs\\Python\\Python312\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3593.0, 'min': 0.0, 'max': 3593.0}, 'cpu_freq_per_core': [{'current': 3593.0, 'min': 0.0, 'max': 3593.0}], 'disk': {'/': {'total': 476.93847274780273, 'used': 380.8747100830078}}, 'gpu': 'NVIDIA GeForce RTX 3060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060', 'memory_total': 12884901888}], 'memory': {'total': 63.94804763793945}}
2024-06-14 19:42:10,366 INFO    HandlerThread:11412 [system_monitor.py:probe():224] Finished collecting system info
2024-06-14 19:42:10,366 INFO    HandlerThread:11412 [system_monitor.py:probe():227] Publishing system info
2024-06-14 19:42:10,368 INFO    HandlerThread:11412 [system_monitor.py:probe():229] Finished publishing system info
2024-06-14 19:42:10,372 DEBUG   SenderThread:11412 [sender.py:send():379] send: files
2024-06-14 19:42:10,372 INFO    SenderThread:11412 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-06-14 19:42:10,468 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: python_packages
2024-06-14 19:42:10,468 DEBUG   SenderThread:11412 [sender.py:send_request():406] send_request: python_packages
2024-06-14 19:42:10,468 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: stop_status
2024-06-14 19:42:10,469 DEBUG   SenderThread:11412 [sender.py:send_request():406] send_request: stop_status
2024-06-14 19:42:10,469 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:11,009 DEBUG   SenderThread:11412 [sender.py:send():379] send: telemetry
2024-06-14 19:42:11,033 INFO    wandb-upload_0:11412 [upload_job.py:push():130] Uploaded file C:\Users\Logan\AppData\Local\Temp\tmp5i_9f4iuwandb\j2q8wd1j-wandb-metadata.json
2024-06-14 19:42:11,171 INFO    Thread-16 :11412 [dir_watcher.py:_on_file_created():271] file/dir created: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_194208-li8plgnc\files\wandb-metadata.json
2024-06-14 19:42:11,172 INFO    Thread-16 :11412 [dir_watcher.py:_on_file_created():271] file/dir created: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_194208-li8plgnc\files\requirements.txt
2024-06-14 19:42:11,172 INFO    Thread-16 :11412 [dir_watcher.py:_on_file_created():271] file/dir created: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_194208-li8plgnc\files\output.log
2024-06-14 19:42:11,525 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:12,172 DEBUG   SenderThread:11412 [sender.py:send():379] send: telemetry
2024-06-14 19:42:12,527 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:13,186 INFO    Thread-16 :11412 [dir_watcher.py:_on_file_modified():288] file/dir modified: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_194208-li8plgnc\files\output.log
2024-06-14 19:42:13,527 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:14,037 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: status_report
2024-06-14 19:42:14,534 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:15,203 INFO    Thread-16 :11412 [dir_watcher.py:_on_file_modified():288] file/dir modified: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_194208-li8plgnc\files\output.log
2024-06-14 19:42:15,545 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:16,546 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:17,555 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:18,558 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:19,484 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: status_report
2024-06-14 19:42:19,561 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:20,571 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:21,580 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:22,584 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:23,593 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:24,499 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: status_report
2024-06-14 19:42:24,608 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:25,476 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: stop_status
2024-06-14 19:42:25,476 DEBUG   SenderThread:11412 [sender.py:send_request():406] send_request: stop_status
2024-06-14 19:42:25,616 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:26,623 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:27,635 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:28,650 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:29,593 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: status_report
2024-06-14 19:42:29,655 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:30,651 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:31,661 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:32,670 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:33,321 INFO    Thread-16 :11412 [dir_watcher.py:_on_file_modified():288] file/dir modified: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_194208-li8plgnc\files\output.log
2024-06-14 19:42:33,675 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:34,682 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:34,698 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: status_report
2024-06-14 19:42:35,690 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:36,702 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:37,708 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:38,723 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:39,737 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:40,495 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: stop_status
2024-06-14 19:42:40,496 DEBUG   SenderThread:11412 [sender.py:send_request():406] send_request: stop_status
2024-06-14 19:42:40,581 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: status_report
2024-06-14 19:42:40,737 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 19:42:41,363 INFO    Thread-16 :11412 [dir_watcher.py:_on_file_modified():288] file/dir modified: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_194208-li8plgnc\files\config.yaml
2024-06-14 19:42:41,746 DEBUG   HandlerThread:11412 [handler.py:handle_request():158] handle_request: internal_messages
